intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
3400,0.0009255478426568668,0.09497206703910614,0.0009255478426568668,0.00039837952208900113,9.735294117647058,2.0,18.35965657683654,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_138488	ERR589789_239-Pro length_71998_VirSorter_cat_5,c4870e5a4fcfdc9304c8eb9b38a167ff,0.09497206703910614,3400,29,460100,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.7170390424843883,0.8939517729040836,0.805495407694236,0.8939517729040836,False,331,64296,830866
3300,0.0008983258472846059,0.04932735426008968,0.0008983258472846059,0.0002551554642986956,6.424242424242424,3.0,5.87253650751867,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_195596	ERR912171_424 length_68850_VirSorter_cat_2,387dd85e9018cd6641fdcf6652686205,0.04932735426008968,3300,30,456800,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.7160204457013511,0.8664950513787534,0.7912577485400523,0.8664950513787534,False,212,64508,830866
3300,0.0008983258472846059,0.03859649122807018,0.0008983258472846059,0.00039476883155647243,9.93939393939394,4.0,13.199952694909253,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_454812	SRR5056782_233 length_83049_VirSorter_cat_2,86338b7ac619257353da87539f99e77a,0.03859649122807018,3300,31,453500,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.7160204457013511,0.856431738777357,0.786226092239354,0.856431738777357,False,328,64836,830866
3300,0.0008983258472846059,0.013152312261349173,0.0008438818565400844,0.0002900588061131398,7.774193548387097,2.0,11.05910711387169,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_361772	SRR1215885_1 length_230530_VirSorter_cat_2,c2f2f8c27346943e3bbb58ae1d74522a,0.014000848536274925,3100,32,450400,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.7160204457013511,0.8160591451592624,0.7660397954303068,0.8160591451592624,False,241,65077,830866
2900,0.0007894378657955628,0.08192090395480225,0.0007894378657955628,0.00011674566055176165,3.3448275862068964,2.0,3.2299873178886873,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_47439	ERR321481_738 length_34991_VirSorter_cat_1,ccceb49c8a6c43ecb6ea4d3954573c1b,0.08192090395480225,2900,33,447500,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.7116283411841626,0.8876809343497573,0.79965463776696,0.8876809343497573,False,97,65174,830866
3800,0.00103443582414591,0.031082529474812434,0.0007894378657955628,0.00017090601853969232,4.896551724137931,1.0,6.188670558513143,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_332968	SRR413625_125 length_92065_VirSorter_cat_2,6364852a312d49b5f97b8364b0241868,0.04072883172561629,2900,34,444600,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.7208468853814153,0.8586276206210878,0.7897372530012515,0.8586276206210878,False,142,65316,830866
3000,0.0008166598611678236,0.014155712841253791,0.000762215870423302,0.00021784499546256557,6.464285714285714,1.5,11.839649315683609,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_118208	ERR525860_2-Pro length_627162_VirSorter_cat_5,58c2d5107afd9b166044420936c0cd09,0.015166835187057633,2800,35,441800,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.7127780930377204,0.8191736061177363,0.7659758495777284,0.8191736061177363,False,181,65497,830866
2900,0.0007894378657955628,0.02407566638005159,0.000762215870423302,0.00020942005088666523,6.214285714285714,2.5,11.477795777864639,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_155510	ERR636387_237 length_117407_VirSorter_cat_2,b9b5e5400b3312205c425ccabaec0ad1,0.024935511607910577,2800,36,439000,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.7116283411841626,0.8387992113889552,0.775213776286559,0.8387992113889552,False,174,65671,830866
2700,0.0007349938750510413,0.029768467475192944,0.0007349938750510413,0.00010350646193248972,3.185185185185185,2.0,2.7221592333352533,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_104893	ERR479556_58 length_90107_VirSorter_cat_2,74ca430b6c182ada31a78b3594d97d0a,0.029768467475192944,2700,37,436300,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.7092109220468942,0.8459052824204982,0.7775581022336961,0.8459052824204982,False,86,65757,830866
2700,0.0007349938750510413,0.03150525087514586,0.0007349938750510413,0.0008051839887539025,24.77777777777778,5.0,44.69678365537953,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_294061	ERR1620341_157 length_83575_VirSorter_cat_2,4e096410a87ffb2a86a420cae38e34b4,0.03150525087514586,2700,38,433600,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.7092109220468942,0.8481924958131593,0.7787017089300268,0.8481924958131593,False,669,66426,830866
2700,0.0007349938750510413,0.021666666666666667,0.0007077718796787805,0.000974886443782752,31.153846153846153,8.0,61.12703814924627,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_147731	ERR589572_44 length_122034_VirSorter_cat_2,0e84e9660a7c7feeeaf864a495f9e66b,0.0225,2600,39,431000,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.7092109220468942,0.8347040118506134,0.7719574669487538,0.8347040118506134,False,810,67236,830866
3100,0.0008438818565400844,0.02564102564102564,0.0007077718796787805,0.00021784499546256557,6.961538461538462,1.5,10.836124659357518,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_291616	ERR1620289_27-Pro length_136749_VirSorter_cat_4,c307ab24bffd54d7cb03f0d7cfeafc27,0.03057199211045365,2600,40,428400,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.7138919084441765,0.8469788370121104,0.7804353727281435,0.8469788370121104,False,181,67417,830866
2600,0.0007077718796787805,0.01555023923444976,0.0007077718796787805,0.0003189443303733695,10.192307692307692,5.0,14.528537516448925,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_567251	SRR5580120_76 length_164481_VirSorter_cat_2,e4d86f1731b20d6904723b9beb64001b,0.01555023923444976,2600,41,425800,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.7079375022388491,0.8201480217019071,0.7640427619703781,0.8201480217019071,False,265,67682,830866
5700,0.0015516537362188648,0.027777777777777776,0.0006533278889342589,0.0008521229656767758,29.5,3.5,41.41457070484574,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,ivig_2926	VIRSorter_NZ_JH976500_1_Parabacteroides_sp__D25_genomic_scaffold_supercont1_1__whole_genome_shotgun_sequence_gene_607_gene_701-784481-870522-cat_5,01b601f8c052b866ec8e5c8685ca19c7,0.06597222222222222,2400,42,423400,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.7349001302583669,0.8785755248577226,0.8067378275580448,0.8785755248577226,False,708,68390,830866
4200,0.001143323805634953,0.05808080808080808,0.0006261058935619981,0.0003827331964480434,13.826086956521738,4.0,28.665465017823987,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_438652	SRR5032280_377 length_39119_VirSorter_cat_2,bbe444cdab20f6ed9ce845c1c49410ed,0.10606060606060606,2300,43,421100,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.7242905539350739,0.8986649726819355,0.8114777633085046,0.8986649726819355,False,318,68708,830866
2200,0.0005988838981897374,0.05804749340369393,0.0005988838981897374,0.00041161872070827305,15.545454545454545,3.5,30.043494641068868,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_209659	ERR912052_765 length_40398_VirSorter_cat_2,b16c588becf902410564bc7b9b612b05,0.05804749340369393,2200,44,418900,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.702328230601583,0.8732378390170138,0.7877830348092985,0.8732378390170138,False,342,69050,830866
3600,0.0009799918334013884,0.026159334126040427,0.0005988838981897374,7.101024713973131e-05,2.6818181818181817,1.0,4.0043880889521875,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_516218	SRR6028559_30 length_84259_VirSorter_cat_2,25a5a8effe86ecbfc0e81d14855e42b3,0.04280618311533888,2200,45,416700,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.7189933587606744,0.860664010882942,0.7898286848218081,0.860664010882942,False,59,69109,830866
6400,0.0017422077038246903,0.06748466257668712,0.0005988838981897374,0.00024071270216858073,9.090909090909092,1.0,16.348225066040573,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,uvig_569562	SRR5558170_286 length_33080_VirSorter_cat_2,2fb4623341a213aa2460060a0e15a73b,0.19631901840490798,2200,46,414500,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.7389648928448488,0.9254043606134792,0.8321846267291639,0.9254043606134792,False,200,69309,830866
2100,0.0005716619028174765,0.036585365853658534,0.0005716619028174765,7.462093767226003e-05,2.9523809523809526,1.0,2.8195945415404693,/group/ctbrowngrp/virus-references/gut-phage-db/GPD_sequences.zip,ivig_3933	VIRSorter__18048_1_70_1_gene_95_gene_168-104370-160562-cat_5,b05ead3986511b3b6770ae49474d4e59,0.036585365853658534,2100,47,412400,outputs.gather_virome/trim/SM_CTTKX.trim.fq.gz,SM_CTTKX,a5f2aad6,3673500,21,DNA,100,36735,True,0.7007741278168568,0.8542521229816997,0.7775131253992782,0.8542521229816997,False,62,69371,830866
